t	p	V	L	psi	z
0.00462	329.803	1373.53	1.83013	1.00138	1.00138
0.00463	326.917	1377.55	1.84388	1.00138	1.00138
0.00464	324.068	1381.54	1.85768	1.00138	1.00138
0.00465	321.255	1385.49	1.87151	1.00138	1.00138
0.00466	318.478	1389.41	1.88539	1.00138	1.00138
0.00467	315.736	1393.29	1.8993	1.00138	1.00138
0.00468	313.028	1397.14	1.91325	1.00138	1.00138
0.00469	310.354	1400.95	1.92724	1.00138	1.00138
0.0047	307.714	1404.74	1.94127	1.00138	1.00138
0.00471	305.107	1408.49	1.95534	1.00138	1.00138
0.00472	302.532	1412.21	1.96944	1.00138	1.00138
0.00473	299.989	1415.9	1.98358	1.00138	1.00138
0.00474	297.477	1419.55	1.99776	1.00138	1.00138
0.00475	294.997	1423.18	2.01197	1.00138	1.00138
0.00476	292.547	1426.78	2.02622	1.00138	1.00138
0.00477	290.127	1430.35	2.04051	1.00138	1.00138
0.00478	287.737	1433.88	2.05483	1.00138	1.00138
0.00479	285.377	1437.39	2.06918	1.00138	1.00138
0.0048	283.045	1440.87	2.08358	1.00138	1.00138
0.00481	280.741	1444.32	2.098	1.00138	1.00138
0.00482	278.465	1447.75	2.11246	1.00138	1.00138
0.00483	276.217	1451.14	2.12696	1.00138	1.00138
0.00484	273.996	1454.51	2.14149	1.00138	1.00138
0.00485	271.801	1457.85	2.15605	1.00138	1.00138
0.00486	269.633	1461.17	2.17064	1.00138	1.00138
0.00487	267.491	1464.45	2.18527	1.00138	1.00138
0.00488	265.374	1467.72	2.19993	1.00138	1.00138
0.00489	263.283	1470.95	2.21462	1.00138	1.00138
0.0049	261.216	1474.16	2.22935	1.00138	1.00138
0.00491	259.174	1477.35	2.24411	1.00138	1.00138
0.00492	257.156	1480.51	2.2589	1.00138	1.00138
0.00493	255.161	1483.65	2.27372	1.00138	1.00138
0.00494	253.19	1486.76	2.28857	1.00138	1.00138
0.00495	251.242	1489.85	2.30345	1.00138	1.00138
0.00496	249.316	1492.91	2.31837	1.00138	1.00138
0.00497	247.413	1495.95	2.33331	1.00138	1.00138
0.00498	245.532	1498.97	2.34829	1.00138	1.00138
0.00499	243.672	1501.96	2.36329	1.00138	1.00138
0.005	241.834	1504.94	2.37832	1.00138	1.00138
0.00501	240.017	1507.88	2.39339	1.00138	1.00138
0.00502	238.221	1510.81	2.40848	1.00138	1.00138
0.00503	236.445	1513.72	2.4236	1.00138	1.00138
0.00504	234.69	1516.6	2.43876	1.00138	1.00138
0.00505	232.954	1519.47	2.45394	1.00138	1.00138
0.00506	231.238	1522.31	2.46915	1.00138	1.00138
0.00507	229.541	1525.13	2.48438	1.00138	1.00138
0.00508	227.863	1527.93	2.49965	1.00138	1.00138
0.00509	226.204	1530.71	2.51494	1.00138	1.00138
0.0051	224.564	1533.47	2.53026	1.00138	1.00138
0.00511	222.941	1536.21	2.54561	1.00138	1.00138
0.00512	221.337	1538.93	2.56099	1.00138	1.00138
0.00513	219.751	1541.63	2.57639	1.00138	1.00138
0.00514	218.181	1544.31	2.59182	1.00138	1.00138
0.00515	216.63	1546.97	2.60728	1.00138	1.00138
0.00516	215.095	1549.61	2.62276	1.00138	1.00138
0.00517	213.577	1552.24	2.63827	1.00138	1.00138
0.00518	212.075	1554.84	2.6538	1.00138	1.00138
0.00519	210.59	1557.43	2.66936	1.00138	1.00138
0.0052	209.12	1560.0	2.68495	1.00138	1.00138
0.00521	207.667	1562.55	2.70056	1.00138	1.00138
0.00522	206.229	1565.08	2.7162	1.00138	1.00138
0.00523	204.806	1567.6	2.73187	1.00138	1.00138
0.00524	203.399	1570.1	2.74755	1.00138	1.00138
0.00525	202.007	1572.58	2.76327	1.00138	1.00138
0.00526	200.629	1575.05	2.77901	1.00138	1.00138
0.00527	199.266	1577.49	2.79477	1.00138	1.00138
0.00528	197.918	1579.93	2.81056	1.00138	1.00138
0.00529	196.583	1582.34	2.82637	1.00138	1.00138
0.0053	195.263	1584.74	2.8422	1.00138	1.00138
0.00531	193.956	1587.12	2.85806	1.00138	1.00138
0.00532	192.663	1589.49	2.87394	1.00138	1.00138
0.00533	191.383	1591.84	2.88985	1.00138	1.00138
0.00534	190.117	1594.17	2.90578	1.00138	1.00138
0.00535	188.864	1596.49	2.92173	1.00138	1.00138
0.00536	187.623	1598.8	2.93771	1.00138	1.00138
0.00537	186.395	1601.09	2.95371	1.00138	1.00138
0.00538	185.18	1603.36	2.96973	1.00138	1.00138
0.00539	183.977	1605.62	2.98578	1.00138	1.00138
0.0054	182.787	1607.87	3.00185	1.00138	1.00138
0.00541	181.608	1610.1	3.01794	1.00138	1.00138
0.00542	180.441	1612.32	3.03405	1.00138	1.00138
0.00543	179.286	1614.52	3.05018	1.00138	1.00138
0.00544	178.143	1616.71	3.06634	1.00138	1.00138
0.00545	177.011	1618.88	3.08252	1.00138	1.00138
0.00546	175.89	1621.04	3.09872	1.00138	1.00138
0.00547	174.78	1623.19	3.11494	1.00138	1.00138
0.00548	173.682	1625.32	3.13118	1.00138	1.00138
0.00549	172.594	1627.44	3.14744	1.00138	1.00138
0.0055	171.517	1629.55	3.16373	1.00138	1.00138
0.00551	170.45	1631.64	3.18003	1.00138	1.00138
0.00552	169.394	1633.72	3.19636	1.00138	1.00138
0.00553	168.348	1635.79	3.21271	1.00138	1.00138
0.00554	167.313	1637.84	3.22908	1.00138	1.00138
0.00555	166.287	1639.89	3.24546	1.00138	1.00138
0.00556	165.271	1641.92	3.26187	1.00138	1.00138
0.00557	164.265	1643.93	3.2783	1.00138	1.00138
0.00558	163.269	1645.94	3.29475	1.00138	1.00138
0.00559	162.282	1647.93	3.31122	1.00138	1.00138
0.0056	161.305	1649.91	3.32771	1.00138	1.00138
0.00561	160.337	1651.88	3.34422	1.00138	1.00138
0.00562	159.378	1653.84	3.36075	1.00138	1.00138
0.00563	158.428	1655.78	3.3773	1.00138	1.00138
0.00564	157.487	1657.72	3.39386	1.00138	1.00138
0.00565	156.555	1659.64	3.41045	1.00138	1.00138
0.00566	155.632	1661.55	3.42706	1.00138	1.00138
0.00567	154.717	1663.45	3.44368	1.00138	1.00138
0.00568	153.811	1665.34	3.46033	1.00138	1.00138
0.00569	152.913	1667.22	3.47699	1.00138	1.00138
0.0057	152.024	1669.08	3.49367	1.00138	1.00138
0.00571	151.142	1670.94	3.51037	1.00138	1.00138
0.00572	150.269	1672.79	3.52709	1.00138	1.00138
0.00573	149.404	1674.62	3.54383	1.00138	1.00138
0.00574	148.547	1676.44	3.56058	1.00138	1.00138
0.00575	147.697	1678.26	3.57736	1.00138	1.00138
0.00576	146.856	1680.06	3.59415	1.00138	1.00138
0.00577	146.021	1681.85	3.61096	1.00138	1.00138
0.00578	145.195	1683.64	3.62778	1.00138	1.00138
0.00579	144.376	1685.41	3.64463	1.00138	1.00138
0.0058	143.564	1687.17	3.66149	1.00138	1.00138
0.00581	142.759	1688.92	3.67837	1.00138	1.00138
0.00582	141.962	1690.67	3.69527	1.00138	1.00138
0.00583	141.171	1692.4	3.71219	1.00138	1.00138
0.00584	140.388	1694.12	3.72912	1.00138	1.00138
0.00585	139.612	1695.84	3.74607	1.00138	1.00138
0.00586	138.842	1697.54	3.76303	1.00138	1.00138
0.00587	138.079	1699.24	3.78002	1.00138	1.00138
0.00588	137.323	1700.92	3.79702	1.00138	1.00138
0.00589	136.574	1702.6	3.81404	1.00138	1.00138
0.0059	135.831	1704.27	3.83107	1.00138	1.00138
0.00591	135.094	1705.93	3.84812	1.00138	1.00138
0.00592	134.364	1707.58	3.86519	1.00138	1.00138
0.00593	133.64	1709.22	3.88227	1.00138	1.00138
0.00594	132.923	1710.85	3.89937	1.00138	1.00138
0.00595	132.211	1712.47	3.91649	1.00138	1.00138
0.00596	131.506	1714.09	3.93362	1.00138	1.0013
