t	p	V	L	psi	z
0.00041	9.65463	0.0	0.0	0.00254359	0.00254359
0.00042	9.81117	0.0	0.0	0.00262896	0.00262896
0.00043	9.97028	0.0	0.0	0.00271572	0.00271572
0.00044	10.132	0.102713	4.10191e-07	0.00280389	0.00280389
0.00045	10.2963	0.227768	2.06092e-06	0.00289348	0.00289348
0.00046	10.4632	0.35485	4.9723e-06	0.00298453	0.00298453
0.00047	10.6329	0.483992	9.16478e-06	0.00307705	0.00307705
0.00048	10.8052	0.615229	1.46591e-05	0.00317108	0.00317108
0.00049	10.9804	0.748593	2.14765e-05	0.00326663	0.00326663
0.0005	11.1584	0.884118	2.96382e-05	0.00336373	0.00336373
0.00051	11.3392	1.02184	3.91661e-05	0.0034624	0.0034624
0.00052	11.523	1.16179	5.00824e-05	0.00356267	0.00356267
0.00053	11.7097	1.30402	6.24096e-05	0.00366456	0.00366456
0.00054	11.8994	1.44854	7.61704e-05	0.00376811	0.00376811
0.00055	12.0921	1.59541	9.13882e-05	0.00387333	0.00387333
0.00056	12.288	1.74465	0.000108087	0.00398026	0.00398026
0.00057	12.487	1.89632	0.000126289	0.00408892	0.00408892
0.00058	12.6891	2.05044	0.000146021	0.00419934	0.00419934
0.00059	12.8946	2.20705	0.000167306	0.00431155	0.00431155
0.0006	13.1033	2.3662	0.000190171	0.00442557	0.00442557
0.00061	13.3154	2.52793	0.000214639	0.00454144	0.00454144
0.00062	13.5308	2.69227	0.000240738	0.00465918	0.00465918
0.00063	13.7497	2.85927	0.000268493	0.00477883	0.00477883
0.00064	13.9721	3.02897	0.000297932	0.00490042	0.00490042
0.00065	14.1981	3.20142	0.000329082	0.00502397	0.00502397
0.00066	14.4277	3.37666	0.00036197	0.00514952	0.00514952
0.00067	14.6609	3.55473	0.000396624	0.0052771	0.0052771
0.00068	14.8979	3.73568	0.000433074	0.00540674	0.00540674
0.00069	15.1386	3.91955	0.000471348	0.00553847	0.00553847
0.0007	15.3832	4.10639	0.000511475	0.00567234	0.00567234
0.00071	15.6317	4.29625	0.000553486	0.00580837	0.00580837
0.00072	15.8841	4.48918	0.00059741	0.00594659	0.00594659
0.00073	16.1406	4.68523	0.00064328	0.00608705	0.00608705
0.00074	16.4011	4.88443	0.000691125	0.00622977	0.00622977
0.00075	16.6658	5.08686	0.000740979	0.0063748	0.0063748
0.00076	16.9346	5.29255	0.000792873	0.00652216	0.00652216
0.00077	17.2078	5.50156	0.000846841	0.00667191	0.00667191
0.00078	17.4853	5.71393	0.000902916	0.00682407	0.00682407
0.00079	17.7671	5.92974	0.000961131	0.00697868	0.00697868
0.0008	18.0534	6.14902	0.00102152	0.00713578	0.00713578
0.00081	18.3443	6.37183	0.00108412	0.00729542	0.00729542
0.00082	18.6398	6.59823	0.00114897	0.00745763	0.00745763
0.00083	18.9399	6.82828	0.0012161	0.00762245	0.00762245
0.00084	19.2447	7.06203	0.00128555	0.00778992	0.00778992
0.00085	19.5544	7.29955	0.00135735	0.00796009	0.00796009
0.00086	19.8689	7.54088	0.00143155	0.00813299	0.00813299
0.00087	20.1884	7.7861	0.00150818	0.00830868	0.00830868
0.00088	20.5129	8.03526	0.00158729	0.00848719	0.00848719
0.00089	20.8426	8.28842	0.0016689	0.00866857	0.00866857
0.0009	21.1774	8.54565	0.00175307	0.00885287	0.00885287
0.00091	21.5174	8.80702	0.00183983	0.00904012	0.00904012
0.00092	21.8628	9.07257	0.00192922	0.00923038	0.00923038
0.00093	22.2135	9.34239	0.0020213	0.00942369	0.00942369
0.00094	22.5698	9.61654	0.00211609	0.00962011	0.00962011
0.00095	22.9316	9.89508	0.00221364	0.00981967	0.00981967
0.00096	23.2991	10.1781	0.002314	0.0100224	0.0100224
0.00097	23.6723	10.4656	0.00241722	0.0102284	0.0102284
0.00098	24.0513	10.7578	0.00252333	0.0104378	0.0104378
0.00099	24.4362	11.0546	0.00263239	0.0106504	0.0106504
0.001	24.8271	11.3562	0.00274444	0.0108665	0.0108665
0.00101	25.224	11.6626	0.00285953	0.011086	0.011086
0.00102	25.6271	11.9739	0.00297771	0.011309	0.011309
0.00103	26.0365	12.2901	0.00309902	0.0115356	0.0115356
0.00104	26.4522	12.6114	0.00322353	0.0117658	0.0117658
0.00105	26.8743	12.9379	0.00335127	0.0119997	0.0119997
0.00106	27.3029	13.2695	0.0034823	0.0122373	0.0122373
0.00107	27.7381	13.6065	0.00361668	0.0124787	0.0124787
0.00108	28.18	13.9488	0.00375445	0.012724	0.012724
0.00109	28.6286	14.2966	0.00389567	0.0129731	0.0129731
0.0011	29.0842	14.6499	0.0040404	0.0132262	0.0132262
0.00111	29.5468	15.0088	0.00418869	0.0134834	0.0134834
0.00112	30.0164	15.3734	0.00434059	0.0137446	0.0137446
0.00113	30.4932	15.7438	0.00449617	0.01401	0.01401
0.00114	30.9772	16.1201	0.00465549	0.0142796	0.0142796
0.00115	31.4687	16.5024	0.0048186	0.0145535	0.0145535
0.00116	31.9676	16.8907	0.00498556	0.0148317	0.0148317
0.00117	32.4741	17.2852	0.00515643	0.0151144	0.0151144
0.00118	32.9882	17.6859	0.00533128	0.0154015	0.0154015
0.00119	33.5102	18.093	0.00551017	0.0156931	0.0156931
0.0012	34.04	18.5065	0.00569316	0.0159894	0.0159894
0.00121	34.5778	18.9266	0.00588032	0.0162903	0.0162903
0.00122	35.1238	19.3533	0.00607172	0.016596	0.016596
0.00123	35.6779	19.7867	0.00626741	0.0169066	0.0169066
0.00124	36.2403	20.227	0.00646747	0.017222	0.017222
0.00125	36.8111	20.6742	0.00667197	0.0175424	0.0175424
0.00126	37.3905	21.1284	0.00688098	0.0178678	0.0178678
0.00127	37.9786	21.5898	0.00709457	0.0181984	0.0181984
0.00128	38.5753	22.0584	0.0073128	0.0185341	0.0185341
0.00129	39.181	22.5344	0.00753576	0.0188752	0.0188752
0.0013	39.7956	23.0179	0.00776351	0.0192216	0.0192216
0.00131	40.4193	23.5089	0.00799614	0.0195734	0.0195734
0.00132	41.0522	24.0077	0.00823372	0.0199307	0.0199307
0.00133	41.6945	24.5142	0.00847632	0.0202936	0.0202936
0.00134	42.3462	25.0287	0.00872403	0.0206622	0.0206622
0.00135	43.0074	25.5512	0.00897692	0.0210366	0.0210366
0.00136	43.6784	26.0819	0.00923508	0.0214167	0.0214167
0.00137	44.3591	26.6208	0.00949859	0.0218029	0.0218029
0.00138	45.0497	27.1681	0.00976752	0.022195	0.022195
0.00139	45.7504	27.724	0.010042	0.0225932	0.0225932
0.0014	46.4612	28.2885	0.010322	0.0229977	0.0229977
0.00141	47.1823	28.8617	0.0106078	0.0234084	0.0234084
0.00142	47.9139	29.4439	0.0108993	0.0238255	0.0238255
0.00143	48.6559	30.035	0.0111967	0.024249	0.024249
0.00144	49.4086	30.6353	0.0115	0.0246791	0.0246791
0.00145	50.172	31.2449	0.0118094	0.0251159	0.0251159
0.00146	50.9463	31.8639	0.012125	0.0255594	0.0255594
0.00147	51.7317	32.4925	0.0124467	0.0260097	0.0260097
0.00148	52.5282	33.1307	0.0127748	0.026467	0.026467
0.00149	53.3359	33.7788	0.0131094	0.0269313	0.0269313
0.0015	54.1551	34.4368	0.0134504	0.0274027	0.0274027
0.00151	54.9857	35.105	0.0137981	0.0278814	0.0278814
0.00152	55.828	35.7833	0.0141526	0.0283674	0.0283674
0.00153	56.6821	36.4721	0.0145139	0.0288609	0.0288609
0.00154	57.548	37.1713	0.0148821	0.0293619	0.0293619
0.00155	58.426	37.8813	0.0152573	0.0298705	0.0298705
0.00156	59.3161	38.6021	0.0156397	0.0303869	0.0303869
0.00157	60.2185	39.3338	0.0160294	0.0309112	0.0309112
0.00158	61.1333	40.0767	0.0164264	0.0314434	0.0314434
0.00159	62.0606	40.8309	0.016831	0.0319837	0.0319837
0.0016	63.0006	41.5964	0.0172431	0.0325322	0.0325322
0.00161	63.9533	42.3736	0.0176629	0.033089	0.033089
0.00162	64.9189	43.1625	0.0180906	0.0336543	0.0336543
0.00163	65.8976	43.9633	0.0185262	0.034228	0.034228
0.00164	66.8893	44.7762	0.0189699	0.0348104	0.0348104
0.00165	67.8944	45.6013	0.0194218	0.0354015	0.0354015
0.00166	68.9128	46.4388	0.019882	0.0360016	0.0360016
0.00167	69.9447	47.2888	0.0203506	0.0366106	0.0366106
0.00168	70.9903	48.1516	0.0208278	0.0372287	0.0372287
0.00169	72.0496	49.0272	0.0213137	0.0378561	0.0378561
0.0017	73.1228	49.9159	0.0218084	0.0384928	0.0384928
0.00171	74.21	50.8179	0.022312	0.039139	0.039139
0.00172	75.3112	51.7332	0.0228248	0.0397947	0.0397947
0.00173	76.4267	52.6621	0.0233468	0.0404603	0.0404603
0.00174	77.5565	53.6047	0.0238781	0.0411356	0.0411356
0.00175	78.7008	54.5613	0.0244189	0.0418209	0.0418209
0.00176	79.8596	55.5319	0.0249693	0.0425164	0.0425164
0.00177	81.0331	56.5168	0.0255296	0.043222	0.043222
0.00178	82.2213	57.5162	0.0260997	0.043938	0.043938
0.00179	83.4245	58.5303	0.02668	0.0446645	0.0446645
0.0018	84.6426	59.5591	0.0272704	0.0454017	0.0454017
0.00181	85.8758	60.603	0.0278712	0.0461495	0.0461495
0.00182	87.1241	61.662	0.0284825	0.0469083	0.0469083
0.00183	88.3878	62.7365	0.0291045	0.0476781	0.0476781
0.00184	89.6668	63.8264	0.0297373	0.048459	0.048459
0.00185	90.9613	64.9322	0.0303811	0.0492512	0.0492512
0.00186	92.2713	66.0539	0.031036	0.0500549	0.0500549
0.00187	93.597	67.1917	0.0317022	0.0508701	0.0508701
0.00188	94.9384	68.3459	0.0323799	0.051697	0.051697
0.00189	96.2956	69.5165	0.0330692	0.0525357	0.0525357
0.0019	97.6687	70.7039	0.0337702	0.0533864	0.0533864
0.00191	99.0578	71.9082	0.0344833	0.0542492	0.0542492
0.00192	100.463	73.1296	0.0352085	0.0551243	0.0551243
0.00193	101.884	74.3683	0.0359459	0.0560118	0.0560118
0.00194	103.321	75.6245	0.0366959	0.0569118	0.0569118
0.00195	104.775	76.8984	0.0374585	0.0578245	0.0578245
0.00196	106.245	78.1902	0.0382339	0.05875	0.05875
0.00197	107.731	79.5001	0.0390224	0.0596885	0.0596885
0.00198	109.234	80.8283	0.039824	0.0606401	0.0606401
0.00199	110.753	82.175	0.040639	0.0616049	0.0616049
0.002	112.288	83.5404	0.0414675	0.0625832	0.0625832
0.00201	113.84	84.9247	0.0423099	0.0635749	0.0635749
0.00202	115.408	86.3281	0.0431661	0.0645804	0.0645804
0.00203	116.994	87.7508	0.0440365	0.0655997	0.0655997
0.00204	118.595	89.193	0.0449212	0.066633	0.066633
0.00205	120.213	90.6549	0.0458204	0.0676804	0.0676804
0.00206	121.848	92.1367	0.0467344	0.068742	0.068742
0.00207	123.499	93.6386	0.0476632	0.0698181	0.0698181
0.00208	125.167	95.1609	0.0486072	0.0709087	0.0709087
0.00209	126.852	96.7037	0.0495665	0.0720141	0.0720141
0.0021	128.553	98.2672	0.0505413	0.0731342	0.0731342
0.00211	130.27	99.8516	0.0515319	0.0742694	0.0742694
0.00212	132.004	101.457	0.0525384	0.0754197	0.0754197
0.00213	133.755	103.084	0.0535611	0.0765853	0.0765853
0.00214	135.522	104.733	0.0546002	0.0777664	0.0777664
0.00215	137.305	106.403	0.0556558	0.078963	0.078963
0.00216	139.105	108.095	0.0567283	0.0801753	0.0801753
0.00217	140.921	109.809	0.0578178	0.0814034	0.0814034
0.00218	142.753	111.546	0.0589246	0.0826476	0.0826476
0.00219	144.601	113.305	0.0600488	0.0839079	0.0839079
0.0022	146.466	115.087	0.0611907	0.0851845	0.0851845
0.00221	148.346	116.891	0.0623506	0.0864776	0.0864776
0.00222	150.242	118.719	0.0635286	0.0877871	0.0877871
0.00223	152.154	120.57	0.0647251	0.0891134	0.0891134
0.00224	154.081	122.445	0.0659401	0.0904565	0.0904565
0.00225	156.024	124.343	0.0671741	0.0918166	0.0918166
0.00226	157.982	126.266	0.0684271	0.0931939	0.0931939
0.00227	159.955	128.212	0.0696994	0.0945883	0.0945883
0.00228	161.944	130.183	0.0709914	0.0960001	0.0960001
0.00229	163.947	132.178	0.0723032	0.0974295	0.0974295
0.0023	165.965	134.197	0.073635	0.0988764	0.0988764
0.00231	167.998	136.242	0.0749872	0.100341	0.100341
0.00232	170.044	138.311	0.07636	0.101824	0.101824
0.00233	172.105	140.406	0.0777535	0.103324	0.103324
0.00234	174.18	142.525	0.0791681	0.104843	0.104843
0.00235	176.269	144.671	0.0806041	0.10638	0.10638
0.00236	178.371	146.842	0.0820616	0.107936	0.107936
0.00237	180.486	149.039	0.083541	0.10951	0.10951
0.00238	182.614	151.261	0.0850425	0.111102	0.111102
0.00239	184.755	153.51	0.0865663	0.112713	0.112713
0.0024	186.909	155.786	0.0881128	0.114344	0.114344
0.00241	189.074	158.087	0.0896821	0.115993	0.115993
0.00242	191.252	160.416	0.0912746	0.117661	0.117661
0.00243	193.441	162.771	0.0928905	0.119348	0.119348
0.00244	195.641	165.152	0.0945301	0.121054	0.121054
0.00245	197.852	167.561	0.0961937	0.12278	0.12278
0.00246	200.074	169.997	0.0978815	0.124526	0.124526
0.00247	202.307	172.461	0.0995937	0.12629	0.12629
0.00248	204.549	174.951	0.101331	0.128075	0.128075
0.00249	206.8	177.469	0.103093	0.129879	0.129879
0.0025	209.061	180.015	0.10488	0.131703	0.131703
0.00251	211.331	182.589	0.106693	0.133547	0.133547
0.00252	213.609	185.19	0.108532	0.13541	0.13541
0.00253	215.895	187.819	0.110397	0.137294	0.137294
0.00254	218.189	190.477	0.112289	0.139198	0.139198
0.00255	220.49	193.162	0.114207	0.141122	0.141122
0.00256	222.798	195.876	0.116152	0.143066	0.143066
0.00257	225.112	198.618	0.118124	0.145031	0.145031
0.00258	227.431	201.388	0.120124	0.147016	0.147016
0.00259	229.757	204.187	0.122152	0.149021	0.149021
0.0026	232.087	207.014	0.124208	0.151047	0.151047
0.00261	234.421	209.87	0.126293	0.153093	0.153093
0.00262	236.76	212.755	0.128406	0.155159	0.155159
0.00263	239.102	215.668	0.130548	0.157246	0.157246
0.00264	241.447	218.61	0.132719	0.159354	0.159354
0.00265	243.795	221.58	0.13492	0.161482	0.161482
0.00266	246.144	224.579	0.137151	0.163631	0.163631
0.00267	248.495	227.607	0.139412	0.165801	0.165801
0.00268	250.846	230.664	0.141703	0.167991	0.167991
0.00269	253.198	233.75	0.144025	0.170201	0.170201
0.0027	255.55	236.864	0.146378	0.172433	0.172433
0.00271	257.901	240.008	0.148763	0.174685	0.174685
0.00272	260.25	243.18	0.151178	0.176957	0.176957
0.00273	262.598	246.38	0.153626	0.179251	0.179251
0.00274	264.943	249.61	0.156106	0.181564	0.181564
0.00275	267.285	252.868	0.158619	0.183899	0.183899
0.00276	269.623	256.155	0.161164	0.186254	0.186254
0.00277	271.958	259.47	0.163742	0.188629	0.188629
0.00278	274.287	262.814	0.166353	0.191025	0.191025
0.00279	276.61	266.187	0.168998	0.193441	0.193441
0.0028	278.928	269.588	0.171677	0.195877	0.195877
0.00281	281.239	273.017	0.17439	0.198334	0.198334
0.00282	283.543	276.474	0.177137	0.200811	0.200811
0.00283	285.838	279.96	0.17992	0.203309	0.203309
0.00284	288.125	283.474	0.182737	0.205826	0.205826
0.00285	290.404	287.015	0.185589	0.208364	0.208364
0.00286	292.672	290.585	0.188477	0.210921	0.210921
0.00287	294.93	294.182	0.191401	0.213498	0.213498
0.00288	297.177	297.807	0.194361	0.216095	0.216095
0.00289	299.412	301.459	0.197357	0.218712	0.218712
0.0029	301.635	305.138	0.20039	0.221348	0.221348
0.00291	303.845	308.845	0.20346	0.224004	0.224004
0.00292	306.042	312.579	0.206567	0.226678	0.226678
0.00293	308.225	316.339	0.209712	0.229373	0.229373
0.00294	310.393	320.126	0.212894	0.232086	0.232086
0.00295	312.545	323.94	0.216114	0.234818	0.234818
0.00296	314.682	327.779	0.219373	0.237569	0.237569
0.00297	316.803	331.645	0.22267	0.240339	0.240339
0.00298	318.906	335.537	0.226006	0.243127	0.243127
0.00299	320.992	339.454	0.229381	0.245934	0.245934
0.003	323.059	343.397	0.232795	0.248758	0.248758
0.00301	325.107	347.365	0.236249	0.251601	0.251601
0.00302	327.136	351.358	0.239742	0.254462	0.254462
0.00303	329.146	355.375	0.243276	0.25734	0.25734
0.00304	331.134	359.417	0.24685	0.260236	0.260236
0.00305	333.102	363.484	0.250464	0.26315	0.26315
0.00306	335.048	367.574	0.25412	0.26608	0.26608
0.00307	336.972	371.688	0.257816	0.269028	0.269028
0.00308	338.873	375.825	0.261553	0.271992	0.271992
0.00309	340.751	379.986	0.265333	0.274973	0.274973
0.0031	342.605	384.169	0.269153	0.27797	0.27797
0.00311	344.435	388.375	0.273016	0.280983	0.280983
0.00312	346.241	392.603	0.276921	0.284013	0.284013
0.00313	348.021	396.853	0.280868	0.287058	0.287058
0.00314	349.776	401.125	0.284858	0.290118	0.290118
0.00315	351.505	405.418	0.288891	0.293194	0.293194
0.00316	353.207	409.732	0.292966	0.296285	0.296285
0.00317	354.883	414.067	0.297085	0.299391	0.299391
0.00318	356.531	418.422	0.301248	0.302511	0.302511
0.00319	358.152	422.798	0.305454	0.305645	0.305645
0.0032	359.745	427.192	0.309704	0.308794	0.308794
0.00321	361.309	431.607	0.313998	0.311957	0.311957
0.00322	362.844	436.04	0.318336	0.315133	0.315133
0.00323	364.351	440.491	0.322719	0.318322	0.318322
0.00324	365.827	444.961	0.327146	0.321525	0.321525
0.00325	367.275	449.449	0.331618	0.32474	0.32474
0.00326	368.692	453.955	0.336135	0.327968	0.327968
0.00327	370.079	458.477	0.340697	0.331208	0.331208
0.00328	371.435	463.017	0.345305	0.334461	0.334461
0.00329	372.761	467.573	0.349958	0.337725	0.337725
0.0033	374.055	472.144	0.354656	0.341	0.341
0.00331	375.319	476.732	0.3594	0.344287	0.344287
0.00332	376.55	481.335	0.364191	0.347585	0.347585
0.00333	377.751	485.953	0.369027	0.350893	0.350893
0.00334	378.919	490.585	0.37391	0.354212	0.354212
0.00335	380.056	495.231	0.378839	0.357541	0.357541
0.00336	381.16	499.891	0.383815	0.360879	0.360879
0.00337	382.232	504.564	0.388837	0.364228	0.364228
0.00338	383.272	509.251	0.393906	0.367585	0.367585
0.00339	384.279	513.949	0.399022	0.370951	0.370951
0.0034	385.254	518.66	0.404185	0.374327	0.374327
0.00341	386.197	523.383	0.409395	0.37771	0.37771
0.00342	387.107	528.117	0.414653	0.381102	0.381102
0.00343	387.984	532.862	0.419958	0.384501	0.384501
0.00344	388.828	537.618	0.42531	0.387909	0.387909
0.00345	389.64	542.383	0.43071	0.391323	0.391323
0.00346	390.42	547.159	0.436158	0.394744	0.394744
0.00347	391.167	551.943	0.441653	0.398172	0.398172
0.00348	391.881	556.737	0.447196	0.401607	0.401607
0.00349	392.563	561.539	0.452788	0.405047	0.405047
0.0035	393.212	566.349	0.458427	0.408494	0.408494
0.00351	393.829	571.168	0.464115	0.411946	0.411946
0.00352	394.414	575.993	0.469851	0.415403	0.415403
0.00353	394.967	580.826	0.475635	0.418865	0.418865
0.00354	395.488	585.665	0.481467	0.422332	0.422332
0.00355	395.977	590.51	0.487348	0.425803	0.425803
0.00356	396.434	595.361	0.493277	0.429279	0.429279
0.00357	396.86	600.217	0.499255	0.432758	0.432758
0.00358	397.254	605.079	0.505282	0.436241	0.436241
0.00359	397.618	609.945	0.511357	0.439728	0.439728
0.0036	397.95	614.815	0.517481	0.443217	0.443217
0.00361	398.252	619.689	0.523653	0.446709	0.446709
0.00362	398.523	624.567	0.529874	0.450204	0.450204
0.00363	398.764	629.448	0.536145	0.453701	0.453701
0.00364	398.975	634.331	0.542463	0.4572	0.4572
0.00365	399.156	639.217	0.548831	0.4607	0.4607
0.00366	399.308	644.105	0.555248	0.464202	0.464202
0.00367	399.43	648.995	0.561713	0.467705	0.467705
0.00368	399.524	653.886	0.568228	0.47121	0.47121
0.00369	399.588	658.778	0.574791	0.474715	0.474715
0.0037	399.625	663.671	0.581403	0.47822	0.47822
0.00371	399.633	668.564	0.588064	0.481725	0.481725
0.00371	399.633	668.564	0.588064	0.481725	0.481725
0.00372	399.613	673.456	0.594775	0.485231	0.485231
0.00373	399.566	678.349	0.601534	0.488736	0.488736
0.00374	399.492	683.24	0.608342	0.492241	0.492241
0.00375	399.391	688.131	0.615198	0.495745	0.495745
0.00376	399.264	693.02	0.622104	0.499248	0.499248
0.00377	399.11	697.908	0.629059	0.502749	0.502749
0.00378	398.931	702.793	0.636062	0.506249	0.506249
0.00379	398.726	707.676	0.643115	0.509748	0.509748
0.0038	398.496	712.557	0.650216	0.513245	0.513245
0.00381	398.241	717.434	0.657366	0.516739	0.516739
0.00382	397.962	722.308	0.664564	0.520231	0.520231
0.00383	397.659	727.179	0.671812	0.523721	0.523721
0.00384	397.333	732.046	0.679108	0.527208	0.527208
0.00385	396.983	736.908	0.686453	0.530691	0.530691
0.00386	396.61	741.767	0.693846	0.534172	0.534172
0.00387	396.215	746.62	0.701288	0.537649	0.537649
0.00388	395.797	751.469	0.708779	0.541123	0.541123
0.00389	395.358	756.312	0.716317	0.544593	0.544593
0.0039	394.897	761.15	0.723905	0.548059	0.548059
0.00391	394.416	765.982	0.73154	0.551521	0.551521
0.00392	393.913	770.808	0.739224	0.554979	0.554979
0.00393	393.391	775.627	0.746957	0.558432	0.558432
0.00394	392.849	780.441	0.754737	0.56188	0.56188
0.00395	392.287	785.247	0.762565	0.565324	0.565324
0.00396	391.706	790.047	0.770442	0.568762	0.568762
0.00397	391.106	794.839	0.778366	0.572196	0.572196
0.00398	390.489	799.624	0.786339	0.575624	0.575624
0.00399	389.853	804.401	0.794359	0.579046	0.579046
0.004	389.199	809.17	0.802427	0.582463	0.582463
0.00401	388.529	813.931	0.810542	0.585874	0.585874
0.00402	387.842	818.684	0.818705	0.58928	0.58928
0.00403	387.138	823.428	0.826916	0.592679	0.592679
0.00404	386.418	828.163	0.835174	0.596071	0.596071
0.00405	385.683	832.89	0.843479	0.599458	0.599458
0.00406	384.932	837.608	0.851831	0.602838	0.602838
0.00407	384.166	842.316	0.860231	0.606211	0.606211
0.00408	383.386	847.015	0.868678	0.609577	0.609577
0.00409	382.592	851.704	0.877171	0.612937	0.612937
0.0041	381.783	856.383	0.885712	0.61629	0.61629
0.00411	380.962	861.053	0.894299	0.619635	0.619635
0.00412	380.127	865.712	0.902933	0.622973	0.622973
0.00413	379.279	870.361	0.911613	0.626304	0.626304
0.00414	378.419	874.999	0.92034	0.629627	0.629627
0.00415	377.547	879.627	0.929113	0.632943	0.632943
0.00416	376.663	884.244	0.937933	0.636251	0.636251
0.00417	375.767	888.85	0.946798	0.639551	0.639551
0.00418	374.861	893.445	0.955709	0.642843	0.642843
0.00419	373.944	898.029	0.964667	0.646127	0.646127
0.0042	373.016	902.602	0.97367	0.649403	0.649403
0.00421	372.078	907.164	0.982719	0.652671	0.652671
0.00422	371.131	911.713	0.991813	0.655931	0.655931
0.00423	370.174	916.251	1.00095	0.659182	0.659182
0.00424	369.208	920.778	1.01014	0.662425	0.662425
0.00425	368.233	925.292	1.01937	0.66566	0.66566
0.00426	367.25	929.795	1.02864	0.668886	0.668886
0.00427	366.258	934.285	1.03796	0.672103	0.672103
0.00428	365.258	938.763	1.04733	0.675311	0.675311
0.00429	364.251	943.229	1.05674	0.678511	0.678511
0.0043	363.236	947.683	1.06619	0.681701	0.681701
0.00431	362.214	952.124	1.07569	0.684883	0.684883
0.00432	361.186	956.552	1.08524	0.688056	0.688056
0.00433	360.15	960.968	1.09482	0.69122	0.69122
0.00434	359.109	965.371	1.10446	0.694374	0.694374
0.00435	358.061	969.761	1.11413	0.69752	0.69752
0.00436	357.008	974.139	1.12385	0.700656	0.700656
0.00437	355.949	978.504	1.13361	0.703783	0.703783
0.00438	354.885	982.855	1.14342	0.706901	0.706901
0.00439	353.816	987.194	1.15327	0.710009	0.710009
0.0044	352.743	991.519	1.16317	0.713108	0.713108
0.00441	351.664	995.831	1.1731	0.716198	0.716198
0.00442	350.582	1000.13	1.18308	0.719278	0.719278
0.00443	349.495	1004.42	1.1931	0.722348	0.722348
0.00444	348.405	1008.69	1.20317	0.725409	0.725409
0.00445	347.31	1012.95	1.21328	0.728461	0.728461
0.00446	346.213	1017.19	1.22343	0.731502	0.731502
0.00447	345.112	1021.43	1.23362	0.734534	0.734534
0.00448	344.008	1025.64	1.24386	0.737557	0.737557
0.00449	342.902	1029.85	1.25413	0.74057	0.74057
0.0045	341.793	1034.04	1.26445	0.743573	0.743573
0.00451	340.681	1038.22	1.27482	0.746566	0.746566
0.00452	339.568	1042.38	1.28522	0.74955	0.74955
0.00453	338.452	1046.53	1.29566	0.752523	0.752523
0.00454	337.334	1050.67	1.30615	0.755487	0.755487
0.00455	336.215	1054.79	1.31668	0.758442	0.758442
0.00456	335.094	1058.9	1.32724	0.761386	0.761386
0.00457	333.972	1063.0	1.33785	0.76432	0.76432
0.00458	332.849	1067.08	1.3485	0.767245	0.767245
0.00459	331.725	1071.15	1.3592	0.77016	0.77016
0.0046	330.6	1075.2	1.36993	0.773065	0.773065
0.00461	329.475	1079.25	1.3807	0.77596	0.77596
0.00462	328.349	1083.27	1.39151	0.778845	0.778845
0.00463	327.223	1087.29	1.40237	0.78172	0.78172
